StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,likelihood,gender,age,sunscreen,Stimuli_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"If this product were available at a store near you, for a reasonable price, how likely would you be to purchase it?",What is your gender?,What is your age?,How often do you typically wear sunscreen?,Stimuli - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID13""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID10""}","{""ImportId"":""BL_brz0xHowGUk4I9o_DO""}"
2026-04-18 11:05,2026-04-18 11:06,IP Address,50.82.240.133,100,21,TRUE,2026-04-18 11:06,R_7wzHsjTIhI4QFDr,,,,,33.4001,-111.5028,anonymous,EN,Somewhat likely,Male,31-40,Some Days,bananaboat|likelihood
2026-04-18 11:05,2026-04-18 11:06,IP Address,88.97.165.29,100,53,TRUE,2026-04-18 11:06,R_27M0CCryMClKOvD,,,,,53.4146,-2.2274,anonymous,EN,Extremely unlikely,Male,21-30,Everyday,bananaboat|likelihood
2026-04-18 11:06,2026-04-18 11:06,IP Address,66.163.91.18,100,13,TRUE,2026-04-18 11:06,R_7BQ7K1iuoo14klI,,,,,29.5542,-95.7325,anonymous,EN,Somewhat unlikely,Female,21-30,Some Days,bananaboat|likelihood
2026-04-18 11:05,2026-04-18 11:06,IP Address,76.104.129.91,100,79,TRUE,2026-04-18 11:06,R_7Ig4DwsJKEyBWYF,,,,,47.1101,-122.775,anonymous,EN,Neither likely nor unlikely,Male,31-40,Some Days,ironcoast|likelihood
2026-04-18 11:06,2026-04-18 11:06,IP Address,172.56.107.116,100,30,TRUE,2026-04-18 11:06,R_7sThur39QNdrhTg,,,,,47.4902,-122.3004,anonymous,EN,Somewhat likely,Male,50+,Most days,ironcoast|likelihood
2026-04-18 11:06,2026-04-18 11:06,IP Address,73.186.72.140,100,21,TRUE,2026-04-18 11:06,R_3B41yRJBNRFBFe1,,,,,41.6835,-72.7953,anonymous,EN,Somewhat likely,Male,21-30,Some Days,bananaboat|likelihood
2026-04-18 11:06,2026-04-18 11:06,IP Address,99.16.95.40,100,35,TRUE,2026-04-18 11:06,R_3CUsL2wAOjfy89b,,,,,34.5891,-86.9909,anonymous,EN,Somewhat likely,Male,50+,Some Days,ironcoast|likelihood
2026-04-18 11:06,2026-04-18 11:07,IP Address,74.244.147.158,100,52,TRUE,2026-04-18 11:07,R_5mgaZ90DBc95tlT,,,,,35.2296,-80.843,anonymous,EN,Somewhat likely,Male,21-30,Rarely,ironcoast|likelihood
2026-04-18 11:07,2026-04-18 11:07,IP Address,50.169.142.154,100,24,TRUE,2026-04-18 11:07,R_5qfL3v6otUvmLes,,,,,39.5971,-104.7495,anonymous,EN,Extremely likely,Female,41-50,Most days,ironcoast|likelihood
2026-04-18 11:07,2026-04-18 11:07,IP Address,75.48.46.228,100,34,TRUE,2026-04-18 11:07,R_6aFvMhQa83AKDMw,,,,,33.8842,-84.3761,anonymous,EN,Neither likely nor unlikely,Female,31-40,Some Days,ironcoast|likelihood
2026-04-18 11:06,2026-04-18 11:08,IP Address,161.77.119.81,100,90,TRUE,2026-04-18 11:08,R_6Xrz3RCBUvpaPkd,,,,,42.0986,-72.5931,anonymous,EN,Somewhat likely,Female,21-30,Everyday,bananaboat|likelihood
2026-04-18 11:07,2026-04-18 11:08,IP Address,174.230.196.138,100,47,TRUE,2026-04-18 11:08,R_5BwHkkfK5k6Vxa0,,,,,40.6118,-111.9008,anonymous,EN,Extremely likely,Female,31-40,Some Days,bananaboat|likelihood
2026-04-18 11:08,2026-04-18 11:08,IP Address,71.56.205.119,100,21,TRUE,2026-04-18 11:08,R_7F2SnorrCkFyEiz,,,,,38.8065,-104.7388,anonymous,EN,Extremely unlikely,Male,41-50,Some Days,ironcoast|likelihood
2026-04-18 11:08,2026-04-18 11:09,IP Address,68.32.18.46,100,14,TRUE,2026-04-18 11:09,R_1uPbdetmlLSlS2u,,,,,42.5586,-83.4773,anonymous,EN,Somewhat unlikely,Female,31-40,Most days,bananaboat|likelihood
2026-04-18 11:08,2026-04-18 11:09,IP Address,135.136.129.164,100,72,TRUE,2026-04-18 11:09,R_14kOATYyO9bRU9r,,,,,32.7908,-96.8336,anonymous,EN,Somewhat likely,Male,31-40,Most days,bananaboat|likelihood
2026-04-18 11:08,2026-04-18 11:09,IP Address,184.56.133.225,100,35,TRUE,2026-04-18 11:09,R_5O328jRYECGR5k3,,,,,41.4377,-81.8088,anonymous,EN,Extremely likely,Male,41-50,Most days,bananaboat|likelihood
2026-04-18 11:09,2026-04-18 11:09,IP Address,135.136.129.164,100,14,TRUE,2026-04-18 11:09,R_5uQ67EkZ95Iom8F,,,,,32.7908,-96.8336,anonymous,EN,Somewhat likely,Male,31-40,Most days,ironcoast|likelihood
2026-04-18 11:08,2026-04-18 11:10,IP Address,67.172.64.232,100,125,TRUE,2026-04-18 11:10,R_5qoxQKikKkr9zYl,,,,,25.082,-80.4487,anonymous,EN,Somewhat unlikely,Female,21-30,Rarely,ironcoast|likelihood
2026-04-18 11:11,2026-04-18 11:11,IP Address,216.67.167.238,100,12,TRUE,2026-04-18 11:11,R_7Bt2Qry3pid30m5,,,,,43.025,-108.3801,anonymous,EN,Neither likely nor unlikely,Female,41-50,Rarely,bananaboat|likelihood
2026-04-18 11:10,2026-04-18 11:11,IP Address,92.40.216.0,100,51,TRUE,2026-04-18 11:11,R_2exBdMHVfjBpnCT,,,,,52.506,-1.8846,anonymous,EN,Somewhat likely,Male,21-30,Most days,ironcoast|likelihood
2026-04-18 11:11,2026-04-18 11:11,IP Address,172.56.217.71,100,16,TRUE,2026-04-18 11:11,R_1w1ywHE1hCKV9gs,,,,,39.9206,-75.1826,anonymous,EN,Somewhat unlikely,Female,21-30,Most days,bananaboat|likelihood
2026-04-18 11:11,2026-04-18 11:11,IP Address,38.255.54.140,100,33,TRUE,2026-04-18 11:11,R_5eaibPFxjJ9UFvt,,,,,32.7908,-96.8336,anonymous,EN,Neither likely nor unlikely,Male,31-40,Some Days,bananaboat|likelihood
2026-04-18 11:11,2026-04-18 11:11,IP Address,97.83.3.196,100,18,TRUE,2026-04-18 11:11,R_77rqpm7DH0Nj6Eh,,,,,44.8155,-85.5803,anonymous,EN,Somewhat likely,Male,31-40,Some Days,ironcoast|likelihood
2026-04-18 11:11,2026-04-18 11:12,IP Address,97.218.191.226,100,25,TRUE,2026-04-18 11:12,R_3shQPdvljuQUlGH,,,,,33.8405,-117.9526,anonymous,EN,Somewhat likely,Male,50+,Some Days,ironcoast|likelihood
2026-04-18 11:11,2026-04-18 11:12,IP Address,139.60.66.52,100,25,TRUE,2026-04-18 11:12,R_3NDr4pnGomCukyk,,,,,40.3141,-112.0069,anonymous,EN,Somewhat unlikely,Male,31-40,Some Days,ironcoast|likelihood
2026-04-18 11:12,2026-04-18 11:12,IP Address,209.160.254.204,100,15,TRUE,2026-04-18 11:12,R_3FPKDXlTvMWt5Zb,,,,,33.9388,-117.416,anonymous,EN,Extremely unlikely,Male,21-30,Everyday,bananaboat|likelihood
2026-04-18 11:12,2026-04-18 11:12,IP Address,24.112.73.69,100,23,TRUE,2026-04-18 11:12,R_5qjHG7LQBo5eCbV,,,,,34.0026,-96.3832,anonymous,EN,Somewhat likely,Male,50+,Some Days,bananaboat|likelihood
2026-04-18 11:12,2026-04-18 11:13,IP Address,172.59.67.178,100,23,TRUE,2026-04-18 11:13,R_5yq48FXILjZ1AlM,,,,,30.223,-81.7595,anonymous,EN,Somewhat likely,Female,31-40,Most days,ironcoast|likelihood
2026-04-18 11:12,2026-04-18 11:13,IP Address,68.191.112.178,100,29,TRUE,2026-04-18 11:13,R_1RddVAmrSxI017X,,,,,34.8939,-81.834,anonymous,EN,Extremely unlikely,Male,50+,Some Days,ironcoast|likelihood
2026-04-18 11:12,2026-04-18 11:13,IP Address,172.59.136.137,100,19,TRUE,2026-04-18 11:13,R_3j8jOr8k5V80mQ1,,,,,40.4521,-79.9201,anonymous,EN,Extremely likely,Male,41-50,Rarely,bananaboat|likelihood
2026-04-18 11:12,2026-04-18 11:13,IP Address,174.205.98.127,100,43,TRUE,2026-04-18 11:13,R_32frowNFXTHZZMV,,,,,32.246,-110.9177,anonymous,EN,Extremely likely,Female,31-40,Some Days,bananaboat|likelihood
2026-04-18 11:11,2026-04-18 11:14,IP Address,69.109.235.246,100,183,TRUE,2026-04-18 11:14,R_5wAz121XTDvPaAA,,,,,29.6138,-82.386,anonymous,EN,Extremely unlikely,Male,50+,Never,bananaboat|likelihood
2026-04-18 11:12,2026-04-18 11:14,IP Address,72.189.235.193,100,131,TRUE,2026-04-18 11:14,R_3eweWO3DasU8jZQ,,,,,28.7935,-81.2868,anonymous,EN,Somewhat unlikely,Female,31-40,Some Days,ironcoast|likelihood
2026-04-18 11:14,2026-04-18 11:14,IP Address,66.178.168.20,100,22,TRUE,2026-04-18 11:14,R_7D6aGh5MLR44CtE,,,,,42.4638,-123.3464,anonymous,EN,Somewhat likely,Male,41-50,Never,ironcoast|likelihood
2026-04-18 11:14,2026-04-18 11:15,IP Address,96.255.133.137,100,46,TRUE,2026-04-18 11:15,R_1FEkblr3qgW3pDP,,,,,38.7679,-77.4534,anonymous,EN,Somewhat likely,Male,21-30,Most days,bananaboat|likelihood
2026-04-18 11:14,2026-04-18 11:15,IP Address,104.177.206.234,100,57,TRUE,2026-04-18 11:15,R_5w6uJz8wKpAlgGJ,,,,,30.4132,-87.3138,anonymous,EN,Somewhat likely,Male,50+,Rarely,ironcoast|likelihood
2026-04-18 11:16,2026-04-18 11:17,IP Address,135.84.209.65,100,45,TRUE,2026-04-18 11:17,R_5H2DN0MxsvAqPRH,,,,,34.0609,-118.2414,anonymous,EN,Somewhat likely,Male,41-50,Everyday,bananaboat|likelihood
2026-04-18 11:17,2026-04-18 11:18,IP Address,172.56.189.75,100,70,TRUE,2026-04-18 11:18,R_7pAJjYXBOjNghp8,,,,,32.8687,-96.8626,anonymous,EN,Extremely unlikely,Female,50+,Rarely,ironcoast|likelihood
2026-04-18 11:23,2026-04-18 11:23,IP Address,107.202.58.30,100,25,TRUE,2026-04-18 11:23,R_3rCpTH9mUVweobn,,,,,30.7617,-86.5883,anonymous,EN,Extremely likely,Female,50+,Most days,ironcoast|likelihood
2026-04-18 11:22,2026-04-18 11:24,IP Address,98.217.19.212,100,71,TRUE,2026-04-18 11:24,R_7WwlKWguR2zlnDX,,,,,42.0774,-71.0446,anonymous,EN,Somewhat likely,Female,50+,Most days,bananaboat|likelihood
2026-04-18 11:23,2026-04-18 11:24,IP Address,38.255.42.149,100,35,TRUE,2026-04-18 11:24,R_1r7U00xWQcmrDOJ,,,,,34.0609,-118.2414,anonymous,EN,Somewhat likely,Female,50+,Some Days,ironcoast|likelihood
2026-04-18 11:23,2026-04-18 11:24,IP Address,172.56.101.172,100,41,TRUE,2026-04-18 11:24,R_3E6JP9BYsXpb2Dn,,,,,28.0109,-82.4948,anonymous,EN,Extremely likely,Female,21-30,Everyday,ironcoast|likelihood
2026-04-18 11:23,2026-04-18 11:24,IP Address,165.49.199.118,100,56,TRUE,2026-04-18 11:24,R_3sTP7sqEKCH7k4h,,,,,34.9334,-81.9689,anonymous,EN,Somewhat likely,Female,31-40,Most days,bananaboat|likelihood
2026-04-18 11:24,2026-04-18 11:24,IP Address,96.27.54.122,100,17,TRUE,2026-04-18 11:24,R_3igv3qlAbEnt7hx,,,,,42.6919,-83.0558,anonymous,EN,Somewhat likely,Female,21-30,Some Days,bananaboat|likelihood
2026-04-18 11:25,2026-04-18 11:25,IP Address,66.38.119.252,100,35,TRUE,2026-04-18 11:25,R_520hcZTFjuSbF7f,,,,,36.7614,-86.1929,anonymous,EN,Somewhat likely,Female,50+,Rarely,ironcoast|likelihood
2026-04-18 11:25,2026-04-18 11:26,IP Address,50.49.149.210,100,33,TRUE,2026-04-18 11:26,R_7HX0bwStx2Lrj6V,,,,,43.1702,-77.6923,anonymous,EN,Extremely likely,Female,50+,Most days,bananaboat|likelihood
2026-04-18 11:25,2026-04-18 11:26,IP Address,50.53.13.226,100,25,TRUE,2026-04-18 11:26,R_59TftgB1owGBFcd,,,,,45.4982,-122.4315,anonymous,EN,Extremely likely,Female,50+,Some Days,bananaboat|likelihood
2026-04-18 11:26,2026-04-18 11:27,IP Address,98.52.21.9,100,32,TRUE,2026-04-18 11:27,R_5XcWxRCjwBmronT,,,,,42.1689,-87.8546,anonymous,EN,Somewhat likely,Female,31-40,Some Days,ironcoast|likelihood
2026-04-18 11:27,2026-04-18 11:27,IP Address,68.36.142.170,100,18,TRUE,2026-04-18 11:27,R_33g9ksNwgwoWHrE,,,,,42.2523,-83.2107,anonymous,EN,Extremely unlikely,Female,21-30,Most days,ironcoast|likelihood
2026-04-18 11:27,2026-04-18 11:27,IP Address,75.66.254.49,100,24,TRUE,2026-04-18 11:27,R_7P4LQUGrHX4zObF,,,,,32.4699,-90.1102,anonymous,EN,Somewhat likely,Female,21-30,Some Days,bananaboat|likelihood
